x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9,y'__10,y'__11,y'__12,y'__13,y'__14,y'__15,y'__16,y'__17,y'__18,y'__19,y'__20,y'__21,y'__22,y'__23,y'__24
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Bottom_R1\PICT371.png,5,2.7998701e-06,1.1975941e-06,1.7141423e-07,4.2643887e-08,0.00133077,0.9713789,0.020617008,0.0047697993,0.0006859797,7.662753e-05,2.9802375e-05,0.00019911602,6.9825546e-05,8.5861495e-05,2.2536746e-07,4.0935845e-07,0.00011143808,2.9847457e-05,1.0567013e-05,3.9990737e-05,3.679214e-07,2.0127299e-08,7.971924e-09,1.1291033e-09,0.0005591981
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Front_R2\PICT663.png,10,0.00029344007,3.8498765e-05,0.001659964,4.5502362e-05,0.0056645297,0.3739732,0.087851696,0.010353965,0.07493641,0.0034701338,0.39543322,0.0047840164,3.7975344e-05,0.00016266275,0.004923142,0.0064763953,0.0057372567,0.00092643866,0.005251501,0.014267348,6.8907934e-06,4.784493e-06,0.0006735731,0.00012529157,0.0029023043
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Top_R1\PICT184.png,21,0.0014008079,0.0039991653,0.0006522829,0.0049470183,0.00027057278,5.165666e-05,6.3796374e-06,2.0039179e-05,2.292971e-06,0.00027174474,2.534868e-06,3.6136113e-05,0.0003448206,0.00395315,2.55902e-05,9.339079e-09,0.00020331731,0.022542262,6.5652566e-05,1.1288556e-06,8.550592e-05,0.9604947,0.00047457844,4.2530653e-05,0.000106094834
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Front_R2\PICT622.png,10,4.1393592e-05,2.4210183e-06,0.0012879969,3.3757458e-06,2.1152586e-05,0.00045514217,0.017173955,0.00065066444,0.00013417202,2.717809e-08,0.97923195,3.645671e-08,5.2375975e-07,1.755485e-05,0.00022285523,2.3322787e-05,5.0041604e-07,4.05275e-06,0.0006167977,1.641038e-05,1.6578251e-07,3.2009646e-07,3.665211e-06,2.0777582e-06,8.9563255e-05
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R0\PICT023.png,16,0.032338437,0.00039068246,0.0010867686,0.005531283,0.0022398045,0.0074915765,0.00071277836,0.00020956893,0.0013824337,0.000106509826,0.000121065066,0.00032072258,0.11342031,0.3747894,4.0360388e-07,0.0003513211,0.41302857,0.007881798,2.3602299e-05,0.0021737,0.03443604,4.5622575e-05,0.00055329944,0.00046533096,0.00089896563
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Back_R3\PICT572.png,3,2.0434734e-06,0.002786975,1.2038586e-07,0.9970499,1.4903159e-09,5.312992e-10,5.690092e-10,2.0674664e-08,2.2313043e-10,2.8903575e-08,4.4866506e-11,4.342406e-06,3.4419674e-09,1.4688856e-12,3.0751092e-08,4.232647e-07,2.5332675e-08,2.9680218e-09,9.732585e-09,6.5769746e-07,5.3199516e-09,2.3204738e-09,4.073281e-09,0.00015512337,2.1819905e-07
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R1\PICT030.png,17,0.4268059,0.35628247,0.0014871367,0.007558615,0.00054678734,0.00082614494,9.215701e-05,3.6637377e-06,7.77969e-06,0.093259744,7.99767e-06,0.0015701288,0.0011139595,0.0055393176,3.9463564e-05,1.0430166e-08,0.0010594288,0.060424216,0.000461829,2.7001148e-05,5.68609e-06,0.041311778,0.0005157967,0.00090871216,0.00014442092
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Back_R2\PICT561.png,2,0.00036914696,8.349611e-05,0.9714693,0.024047218,9.6917495e-11,6.9712985e-11,1.3692907e-08,3.6306388e-10,5.497866e-10,1.25517e-10,8.214214e-07,2.7104732e-09,8.9683635e-07,7.7170546e-07,1.1009929e-06,3.9016504e-06,5.2511837e-07,6.368741e-09,8.669318e-08,1.8179306e-05,3.7056116e-09,8.79576e-06,0.00046190878,0.0013155164,0.0022181298
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R3\PICT096.png,19,0.0001377346,2.3128532e-05,0.0066050254,5.8910744e-05,6.236735e-05,0.00014844125,0.00020864273,1.9833318e-05,0.003545773,1.6353775e-05,0.0030620159,0.0005560782,0.0007075232,6.12256e-05,4.2461208e-05,0.0041850936,1.6635788e-05,2.3583814e-06,0.00037523112,0.9774115,0.00012316357,8.850241e-05,0.0012870206,6.803353e-05,0.001186849
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Front_R0\PICT713.png,8,0.00013458941,8.878281e-07,1.2438021e-05,1.1385478e-06,0.0014346554,0.0005478981,0.00017792237,0.00028712625,0.9899907,2.5627537e-06,0.0068655494,2.8065128e-06,2.9000797e-05,2.0672271e-06,3.2956248e-08,1.2215958e-05,0.00019892317,3.2878932e-06,4.114639e-06,0.00018271893,2.2823274e-06,6.3760267e-06,1.8325071e-09,4.6815266e-08,0.000100468154
