x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9,y'__10,y'__11,y'__12,y'__13,y'__14,y'__15,y'__16,y'__17,y'__18,y'__19,y'__20,y'__21,y'__22,y'__23,y'__24
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Bottom_R1\PICT371.png,5,2.3502561e-07,1.211521e-06,1.2745004e-09,4.2075103e-09,0.00066217873,0.9627453,0.033940393,0.0014239888,0.0005032246,1.265871e-05,1.2674891e-06,3.2528833e-06,1.7659439e-05,0.00012462866,1.8451093e-06,5.3921454e-08,0.00049543724,4.170263e-05,1.777667e-05,2.5717029e-07,1.1823647e-07,1.4314522e-08,1.1802156e-10,7.548328e-10,6.8580875e-06
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Front_R2\PICT663.png,10,0.000116307856,9.147174e-05,0.004395757,0.0007595285,0.0052661374,0.2947608,0.14758977,0.011983418,0.055230543,0.0011902516,0.43459457,0.0011385942,0.00021303025,0.0007351412,0.0048047327,0.0062098154,0.004336775,0.00035622902,0.018109024,0.0032263848,5.397687e-07,3.770362e-06,0.0009695548,1.822332e-05,0.0038995536
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Top_R1\PICT184.png,21,1.9269135e-05,0.00053214264,0.00021866454,0.00012708681,7.4054816e-07,1.4636316e-07,3.592487e-06,7.449008e-07,4.7838352e-08,2.0633823e-05,6.866013e-07,2.7854637e-07,1.9035299e-06,0.0011499319,2.1352515e-05,6.464558e-08,9.128191e-06,0.00050577807,8.078669e-05,4.5207476e-06,5.353847e-06,0.9972554,3.3330994e-05,5.746707e-07,7.807249e-06
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Front_R2\PICT622.png,10,1.5364967e-06,1.2640998e-10,0.000118265,3.6907477e-09,3.9145833e-09,4.4884646e-07,0.00013780965,1.3885163e-05,1.7224358e-05,9.912564e-13,0.99965847,4.752766e-12,9.89455e-12,3.3367684e-09,2.949394e-08,1.1150505e-06,2.2101097e-09,6.417354e-09,4.3703087e-05,6.6284045e-09,1.63681e-09,5.6207827e-11,1.9594284e-08,6.2074185e-10,7.5370313e-06
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R0\PICT023.png,16,0.10258193,9.5694115e-05,0.024129724,0.0002466579,0.0048231254,0.0025244271,0.0027774633,0.0016631627,0.029475113,5.760866e-06,0.0009778847,1.1360089e-06,0.009600865,0.018203057,1.6669418e-06,0.002654107,0.32056195,0.0061467844,5.866547e-05,0.020849384,0.4412385,0.0010175348,0.00048325732,0.0003934602,0.009488629
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Back_R3\PICT572.png,3,2.994159e-06,0.00064447266,3.6136882e-06,0.99933654,3.3865823e-09,7.378112e-08,5.978688e-10,5.6063247e-09,1.9745245e-09,1.0298637e-08,1.0166018e-09,1.4645657e-07,2.7260072e-08,8.9023545e-11,1.804138e-10,1.8016304e-07,1.0590891e-06,3.4970575e-09,3.53646e-08,4.122076e-08,7.59174e-09,2.783342e-09,8.0139536e-08,1.0536103e-05,2.7966885e-07
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R1\PICT030.png,17,0.043779813,0.24317591,0.00022348881,0.007330708,0.004908485,0.0022071917,0.00021446588,0.0001463588,0.0007886284,0.29005948,3.4368086e-06,0.00016050693,0.0027220552,0.0045395717,3.8149417e-05,6.3023513e-06,0.022652006,0.18111555,5.209099e-05,0.00020010016,6.563757e-05,0.19346215,0.00013700988,0.001826605,0.00018440967
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Back_R2\PICT561.png,2,0.00086162664,7.052624e-05,0.9944998,0.0027335288,6.061437e-12,2.9439038e-13,1.02573186e-08,1.3049518e-10,4.8362025e-09,2.791491e-11,1.432729e-07,9.5014524e-11,3.828686e-09,7.3421194e-07,4.3901375e-07,6.5270285e-07,4.179956e-07,3.0762579e-10,2.3260965e-07,1.4815239e-05,1.2233137e-08,8.242778e-06,0.0015129476,0.0001733147,0.00012229185
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R3\PICT096.png,19,0.0010206125,2.6581507e-05,0.09365288,0.00066851714,0.0002008751,0.0015046358,0.0022260116,0.000153536,0.04622715,7.2436e-06,0.104780756,0.0038377175,0.0072942814,4.0173258e-05,0.00019129562,0.031191327,0.00029572833,3.7212644e-06,0.006889644,0.6477205,7.642071e-05,5.9674843e-05,0.015437885,0.005712149,0.030780545
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Front_R0\PICT713.png,8,0.0006433449,2.9900713e-07,8.8503175e-06,3.226962e-06,0.00089855195,1.9213792e-05,2.3038515e-06,8.970317e-06,0.9976017,1.2853412e-08,0.00045175117,6.1232655e-08,1.9171071e-05,1.350186e-06,7.106046e-10,1.7052731e-05,6.1116414e-05,4.4250274e-07,1.4297676e-07,6.254469e-07,2.3890989e-06,1.3438196e-06,5.3716826e-11,3.0434542e-08,0.0002582013
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Bottom_R1\PICT433.png,5,1.5508462e-05,1.1820132e-05,9.2755035e-05,1.2730808e-05,0.00087844,0.9427289,0.047757383,0.005236458,0.00021026267,0.00012457413,4.6572486e-06,3.3892662e-05,0.00017441298,0.0007648599,2.054411e-06,2.459377e-05,0.00084671966,0.0007188487,1.1713437e-05,0.00021138336,4.6642804e-06,2.9259965e-05,4.742531e-05,2.3340337e-07,5.6641322e-05
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Back_R3\PICT512.png,3,2.3007711e-05,0.0017616214,0.00025695062,0.9975898,4.1445087e-09,1.4556782e-09,5.488407e-08,7.3151546e-07,1.1966075e-08,6.1769345e-10,5.5664007e-08,3.9158513e-06,4.1825256e-08,7.166155e-08,6.59464e-07,1.6109541e-07,2.6001376e-07,1.39444705e-08,7.852238e-05,5.0971794e-06,1.6256821e-07,8.522374e-06,5.92107e-06,0.00025899257,5.5910923e-06
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Back_R3\PICT599.png,3,5.010706e-05,0.00051701575,0.0039772675,0.99062145,6.4563324e-09,3.5275918e-12,8.980706e-09,8.730404e-09,4.887845e-11,4.790109e-10,4.982253e-11,2.4414385e-07,1.69196e-08,3.3299072e-09,1.5678762e-07,1.7854647e-06,7.2999535e-09,1.8236922e-09,5.5316656e-07,7.938181e-06,5.315141e-09,2.3396986e-05,8.287187e-05,0.0047170767,2.497353e-07
C:\Users\DS1DPC2003M\Desktop\sora-q_nnc\data_sets\25classes\Right_R2\PICT065.png,18,0.000924708,0.00058499805,0.0025204748,0.00017574661,1.5387997e-05,0.0005470772,0.009983911,0.07438167,0.002990108,7.1750474e-06,0.48589173,0.0002203835,4.181434e-06,7.87606e-05,0.009431491,0.00025608612,5.9935046e-05,0.0002233657,0.39495513,0.0007119673,2.8232082e-06,6.6166676e-06,0.015202989,2.0591388e-06,0.0008210949
